,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012
NETHERLANDS,NLD,1.61,0.22,6.00,99.04,87.08,100.00,1.63,0.23,6.00,100.00,88.52,100.00,1.60,0.22,7.00,98.56,88.04,100.00,1.50,0.20,8.00,96.63,88.04,100.00,1.51,0.19,8.00,97.12,88.04,100.00,1.72,0.19,8.00,98.08,90.91,100.00,1.68,0.19,8.00,99.04,90.43,100.00,1.60,0.17,9.00,99.52,91.87,100.00,1.58,0.17,9.00,99.52,91.39,100.00,1.54,0.17,9.00,98.08,90.91,100.00,1.49,0.15,10.00,96.21,91.04,100.00,1.49,0.15,10.00,96.21,90.09,100.00,1.58,0.14,11.00,97.18,92.99,100.00,1.63,0.14,11,98,93,100
NETHERLANDS ANTILLES (FORMER),ANT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.47,0.39,1.00,63.46,43.54,84.69,0.64,0.42,1.00,69.23,47.85,89.95,0.58,0.51,1.00,66.83,39.23,95.22,0.56,0.53,1.00,64.90,36.84,95.69,0.57,0.53,1.00,65.87,38.76,95.22,0.35,0.52,1.00,57.82,31.13,88.21,0.37,0.49,1.00,58.77,34.91,88.21,0.38,0.46,1.00,59.15,35.51,85.98,0.39,0.44,1,60,39,86
NEW CALEDONIA,NCL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NEW ZEALAND,NZL,1.69,0.22,6.00,100.00,90.43,100.00,1.63,0.23,6.00,99.52,88.52,100.00,1.76,0.22,7.00,100.00,92.34,100.00,1.54,0.21,7.00,99.04,88.04,100.00,1.60,0.19,8.00,100.00,90.43,100.00,1.68,0.19,8.00,97.12,90.43,100.00,1.66,0.18,9.00,98.56,90.43,100.00,1.54,0.16,11.00,97.60,91.39,100.00,1.51,0.15,11.00,97.12,91.39,100.00,1.51,0.15,11.00,97.12,90.91,100.00,1.51,0.15,11.00,97.16,91.51,100.00,1.55,0.15,11.00,97.16,91.98,100.00,1.62,0.14,12.00,98.59,93.93,100.00,1.64,0.13,12,98,93,100
NICARAGUA,NIC,-0.04,0.21,6.00,50.48,36.84,59.81,0.01,0.22,6.00,51.44,38.76,59.81,-0.23,0.21,7.00,44.71,31.10,51.67,-0.11,0.17,8.00,45.67,39.23,53.11,0.09,0.15,10.00,49.52,42.58,58.37,-0.01,0.15,12.00,49.52,41.15,56.46,-0.21,0.15,13.00,39.90,33.49,53.11,-0.23,0.12,15.00,39.42,33.01,45.93,-0.24,0.12,15.00,40.38,34.45,46.89,-0.39,0.12,15.00,34.62,29.19,42.11,-0.45,0.11,16.00,34.12,30.19,40.09,-0.49,0.11,16.00,32.70,29.25,36.32,-0.56,0.12,16.00,29.58,27.10,35.51,-0.53,0.11,17,32,28,37
NIGER,NER,-1.83,0.24,4.00,2.88,0.00,8.61,-1.61,0.26,4.00,4.33,0.96,13.40,-0.20,0.23,5.00,45.67,30.14,54.07,-0.28,0.18,7.00,41.35,30.62,49.28,-0.17,0.17,7.00,41.83,35.41,50.24,-0.18,0.19,8.00,42.79,33.49,53.59,-0.30,0.18,9.00,38.46,30.14,50.24,-0.39,0.13,12.00,34.13,30.62,42.58,-0.43,0.13,13.00,35.10,30.14,41.63,-0.50,0.13,13.00,32.21,27.75,39.23,-0.78,0.13,13.00,27.01,20.28,30.19,-0.67,0.13,13.00,29.38,25.00,34.91,-0.35,0.13,13.00,36.15,29.44,44.39,-0.40,0.13,13,35,30,43
NIGERIA,NGA,-1.66,0.22,5.00,4.81,0.48,11.96,-1.22,0.23,5.00,12.50,4.78,23.92,-0.58,0.21,7.00,30.29,21.53,44.02,-0.71,0.16,10.00,27.40,20.10,37.80,-0.64,0.15,11.00,28.37,24.40,36.84,-0.77,0.15,12.00,25.48,19.14,33.01,-0.84,0.14,14.00,24.52,16.27,29.19,-0.64,0.11,17.00,29.81,25.36,33.01,-0.79,0.11,17.00,25.96,20.10,30.14,-0.76,0.11,17.00,27.40,21.53,29.19,-0.87,0.11,17.00,24.64,17.45,29.72,-0.80,0.11,17.00,27.01,19.81,30.19,-0.74,0.11,18.00,27.23,23.83,30.37,-0.73,0.11,18,27,23,31
NIUE,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.33,0.89,1.00,36.97,3.77,86.32,-0.30,0.87,1.00,36.97,3.77,85.85,-0.39,0.82,1.00,35.21,4.21,74.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NORWAY,NOR,1.60,0.22,6.00,98.56,87.08,100.00,1.53,0.23,6.00,97.60,86.12,100.00,1.57,0.22,7.00,97.12,87.56,100.00,1.50,0.20,8.00,97.60,88.04,100.00,1.51,0.19,8.00,96.63,87.56,100.00,1.72,0.19,8.00,98.56,90.91,100.00,1.64,0.18,9.00,98.08,89.95,100.00,1.58,0.16,11.00,99.04,91.87,100.00,1.58,0.15,11.00,100.00,92.34,100.00,1.58,0.15,11.00,99.52,91.87,100.00,1.58,0.15,11.00,99.53,92.45,100.00,1.64,0.15,11.00,100.00,94.34,100.00,1.67,0.14,12.00,100.00,94.86,100.00,1.75,0.13,12,100,96,100
OMAN,OMN,-0.51,0.22,5.00,33.65,20.57,46.89,-0.66,0.23,5.00,29.81,17.22,42.11,-0.64,0.23,5.00,29.81,19.62,42.58,-0.71,0.21,6.00,26.92,19.62,39.71,-0.85,0.20,6.00,25.00,16.27,33.49,-0.63,0.18,6.00,27.88,21.53,36.84,-0.96,0.17,7.00,21.63,11.96,28.23,-1.12,0.15,7.00,17.31,10.05,24.88,-1.01,0.15,8.00,19.23,12.44,26.79,-1.02,0.14,9.00,18.75,12.44,26.79,-1.03,0.14,10.00,18.48,12.74,26.42,-1.00,0.13,10.00,19.43,13.68,27.83,-0.99,0.14,9.00,18.31,13.08,27.10,-0.96,0.14,9,20,15,27
PAKISTAN,PAK,-0.67,0.22,5.00,28.85,17.70,40.67,-0.64,0.23,5.00,30.77,18.66,43.06,-1.32,0.23,5.00,11.06,3.83,21.05,-1.22,0.18,7.00,14.42,8.13,21.53,-1.26,0.16,9.00,12.98,8.13,21.53,-1.23,0.16,10.00,14.90,7.66,20.10,-1.06,0.16,11.00,16.83,10.05,25.84,-0.90,0.12,14.00,24.04,18.18,28.23,-0.97,0.12,14.00,20.19,15.31,26.79,-0.87,0.12,14.00,23.08,17.70,28.71,-0.90,0.12,14.00,22.27,16.51,29.72,-0.84,0.12,14.00,26.07,17.92,29.72,-0.85,0.11,15.00,25.35,17.76,28.97,-0.87,0.11,15,24,17,28
PALAU,PLW,1.09,0.40,2.00,83.65,62.20,100.00,1.10,0.36,2.00,83.65,64.59,100.00,1.10,0.36,2.00,84.62,63.64,99.52,1.08,0.30,2.00,82.69,65.07,99.52,1.22,0.31,2.00,88.94,69.38,100.00,1.17,0.36,2.00,88.94,66.99,99.04,1.18,0.35,2.00,87.98,66.99,99.52,1.20,0.26,2.00,89.42,72.25,99.52,1.20,0.25,2.00,88.94,71.29,100.00,1.24,0.25,2.00,89.90,71.77,100.00,1.22,0.25,2.00,90.05,70.28,100.00,1.20,0.26,2.00,89.10,70.28,99.53,1.21,0.26,2.00,89.67,70.09,99.07,1.20,0.29,2,89,70,99
PANAMA,PAN,0.01,0.21,6.00,51.92,39.71,61.24,0.44,0.22,6.00,61.54,52.15,71.29,0.60,0.21,7.00,65.87,56.46,76.08,0.60,0.20,8.00,65.87,55.02,73.68,0.48,0.17,9.00,62.50,52.63,70.33,0.51,0.17,11.00,63.94,56.46,74.64,0.44,0.17,11.00,62.50,54.55,71.29,0.57,0.15,12.00,64.90,56.94,73.68,0.60,0.15,12.00,66.35,57.89,71.77,0.58,0.14,12.00,66.35,57.89,71.77,0.58,0.14,13.00,66.82,58.02,70.28,0.52,0.14,13.00,63.98,56.60,69.34,0.51,0.14,13.00,63.85,56.54,69.63,0.45,0.13,13,63,57,68
PAPUA NEW GUINEA,PNG,0.09,0.22,5.00,53.37,41.63,62.20,0.07,0.23,5.00,51.92,40.67,62.20,-0.08,0.23,5.00,49.04,33.97,56.46,-0.14,0.18,6.00,45.19,38.28,52.63,-0.15,0.18,6.00,42.79,35.41,50.72,-0.37,0.18,7.00,36.54,27.27,46.41,-0.19,0.18,7.00,42.31,32.06,54.07,0.05,0.15,7.00,49.04,40.67,56.46,0.11,0.15,8.00,52.40,44.98,57.89,0.05,0.15,8.00,49.52,42.11,56.94,0.02,0.15,9.00,48.82,41.51,56.60,0.00,0.14,9.00,48.82,39.62,55.66,-0.01,0.14,9.00,48.36,40.19,55.61,-0.04,0.14,9,47,40,56
PARAGUAY,PRY,-0.20,0.21,6.00,44.23,32.06,54.55,-0.37,0.22,6.00,37.50,27.75,50.72,-0.66,0.21,7.00,27.88,20.10,40.67,-0.54,0.17,9.00,32.69,23.92,41.63,-0.41,0.17,9.00,36.54,26.32,43.54,-0.48,0.16,11.00,33.65,26.32,41.63,-0.41,0.16,11.00,35.10,28.23,45.93,-0.31,0.13,13.00,37.02,32.06,44.98,-0.21,0.13,13.00,41.83,35.41,47.85,-0.16,0.12,13.00,44.23,34.93,48.80,-0.17,0.12,14.00,42.18,35.38,48.58,-0.12,0.12,14.00,45.02,36.32,52.83,-0.12,0.12,14.00,46.01,38.79,52.80,-0.15,0.12,14,44,37,52
PERU,PER,-0.52,0.21,6.00,33.17,21.05,45.45,-0.57,0.22,6.00,32.21,21.53,43.54,-0.38,0.21,7.00,37.98,27.27,50.24,0.14,0.17,9.00,51.92,44.50,60.29,0.03,0.17,9.00,47.12,40.19,55.98,-0.15,0.16,11.00,45.19,36.36,52.15,-0.02,0.16,12.00,49.52,39.71,56.94,0.05,0.12,15.00,48.56,42.58,55.50,0.06,0.12,16.00,48.56,44.98,55.50,0.10,0.11,17.00,51.92,45.45,56.94,0.04,0.11,17.00,49.76,43.87,55.66,0.07,0.11,17.00,51.66,44.34,55.66,0.09,0.11,18.00,53.52,46.73,56.54,0.07,0.11,18,54,45,57
PHILIPPINES,PHL,0.20,0.22,6.00,55.77,46.41,65.07,0.38,0.23,6.00,60.10,50.72,70.81,0.17,0.22,7.00,53.37,46.89,64.59,0.14,0.17,9.00,52.40,44.98,60.29,0.16,0.17,9.00,51.44,44.50,61.24,0.03,0.16,11.00,50.96,41.63,57.42,-0.04,0.15,12.00,48.56,38.76,56.94,-0.09,0.12,15.00,45.19,38.28,51.20,-0.11,0.12,15.00,45.19,37.32,51.20,-0.14,0.12,15.00,44.71,36.36,49.28,-0.03,0.12,15.00,48.34,41.04,54.72,-0.06,0.12,15.00,48.34,39.62,53.77,-0.03,0.11,16.00,47.89,41.59,55.14,-0.04,0.11,16,48,42,56
POLAND,POL,1.01,0.22,6.00,78.37,67.94,90.91,1.06,0.23,6.00,80.29,67.46,93.78,1.06,0.22,7.00,80.77,69.86,92.82,1.07,0.17,9.00,81.25,71.29,92.34,0.97,0.17,9.00,78.85,68.42,90.43,1.00,0.17,9.00,81.25,71.77,89.00,0.90,0.17,10.00,75.96,67.46,87.56,0.76,0.14,12.00,71.63,63.64,78.47,0.84,0.14,12.00,73.08,66.99,82.78,0.92,0.13,13.00,74.52,68.90,86.12,1.01,0.14,13.00,79.15,70.28,91.04,1.03,0.13,13.00,79.62,71.70,91.04,1.03,0.13,14.00,77.93,71.96,90.65,1.06,0.12,14,81,73,91
PORTUGAL,PRT,1.54,0.22,6.00,95.19,86.60,100.00,1.48,0.23,6.00,94.23,82.78,100.00,1.39,0.22,7.00,91.83,79.90,99.52,1.31,0.20,8.00,91.83,75.12,100.00,1.38,0.19,8.00,94.23,83.73,100.00,1.47,0.19,8.00,92.79,86.60,99.04,1.43,0.19,8.00,91.83,83.73,99.52,1.23,0.16,10.00,90.38,77.99,95.69,1.23,0.16,10.00,89.90,77.03,96.17,1.19,0.16,10.00,87.98,75.60,95.69,1.13,0.15,11.00,86.26,73.58,93.87,1.10,0.15,11.00,83.89,73.11,93.40,1.09,0.15,11.00,84.51,74.30,92.52,0.99,0.13,12,78,71,89
PUERTO RICO,PRI,1.06,0.32,2.00,82.69,64.11,98.09,1.09,0.33,2.00,82.69,65.55,100.00,1.08,0.32,2.00,83.17,64.59,98.56,1.01,0.29,2.00,77.40,63.64,95.69,0.99,0.30,2.00,79.81,62.68,96.17,0.88,0.30,2.00,77.88,61.24,90.43,1.05,0.30,2.00,82.21,64.59,95.69,1.17,0.26,3.00,87.02,70.33,99.04,1.15,0.25,4.00,87.02,69.86,99.04,1.17,0.24,4.00,87.02,69.86,98.56,0.86,0.19,5.00,73.46,63.21,87.74,0.82,0.18,5.00,72.51,63.68,85.85,0.70,0.18,5.00,68.54,60.28,76.64,0.66,0.17,5,68,58,75
QATAR,QAT,-0.54,0.22,5.00,31.73,20.57,45.45,-0.56,0.23,5.00,33.17,21.53,44.50,-0.38,0.23,5.00,37.50,26.79,50.24,-0.47,0.21,6.00,37.02,23.92,45.45,-0.59,0.20,6.00,29.81,22.49,39.71,-0.32,0.18,7.00,37.02,28.23,47.85,-0.39,0.18,8.00,35.58,27.75,46.89,-0.66,0.16,9.00,29.33,21.53,33.97,-0.91,0.14,9.00,22.60,15.31,29.19,-0.88,0.14,9.00,22.12,16.75,28.71,-0.89,0.13,13.00,23.22,15.57,30.19,-0.89,0.13,13.00,24.17,15.09,29.25,-0.96,0.13,12.00,21.13,14.02,27.10,-0.79,0.13,12,26,19,30
RUNION,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.15,0.39,1.00,86.54,63.64,99.04,1.36,0.42,1.00,90.87,69.86,100.00,1.27,0.51,1.00,91.35,59.33,100.00,1.23,0.53,1.00,90.38,57.89,100.00,1.22,0.53,1.00,89.42,58.37,100.00,1.21,0.52,1.00,89.57,58.02,100.00,1.24,0.49,1.00,91.00,60.85,100.00,1.27,0.46,1.00,91.55,63.55,100.00,1.28,0.44,1,91,66,100
ROMANIA,ROM,0.24,0.22,5.00,58.17,48.33,65.55,0.34,0.23,5.00,59.13,48.33,70.33,0.45,0.19,7.00,61.54,52.15,72.25,0.37,0.16,9.00,58.65,50.72,67.46,0.30,0.15,10.00,55.77,47.85,63.64,0.38,0.16,11.00,60.58,53.11,68.90,0.42,0.16,12.00,61.54,55.50,70.81,0.52,0.13,14.00,62.98,56.46,69.86,0.50,0.13,14.00,63.94,56.94,69.38,0.51,0.13,14.00,62.02,56.94,69.38,0.46,0.13,14.00,60.66,55.66,67.92,0.42,0.13,14.00,59.72,55.66,67.92,0.36,0.13,15.00,57.75,55.14,65.89,0.30,0.12,15,58,55,64
RUSSIAN FEDERATION,RUS,-0.30,0.22,6.00,40.87,29.19,53.11,-0.55,0.23,6.00,34.13,21.53,45.45,-0.39,0.19,8.00,37.02,27.75,49.76,-0.47,0.16,10.00,37.50,26.32,43.06,-0.58,0.15,10.00,30.77,25.84,39.71,-0.59,0.16,10.00,30.29,23.44,37.32,-0.68,0.16,11.00,27.88,22.97,34.45,-0.90,0.13,14.00,23.56,17.70,28.71,-0.90,0.13,14.00,23.08,17.70,29.19,-0.85,0.13,14.00,25.00,17.70,28.71,-0.90,0.13,14.00,22.75,15.09,29.72,-0.88,0.13,14.00,25.12,16.04,29.25,-0.86,0.13,15.00,24.88,17.29,28.97,-0.96,0.12,15,20,15,26
RWANDA,RWA,-1.56,0.30,3.00,6.25,0.48,17.70,-1.31,0.30,3.00,11.54,3.35,24.40,-1.52,0.27,4.00,7.21,1.91,18.66,-1.47,0.19,6.00,9.13,2.87,16.27,-1.29,0.18,6.00,11.06,6.70,21.53,-1.31,0.18,8.00,10.58,5.74,19.14,-1.16,0.17,9.00,14.42,8.13,23.44,-1.17,0.13,11.00,15.38,9.57,21.53,-1.20,0.13,12.00,12.98,9.09,20.10,-1.30,0.12,12.00,10.58,8.13,16.75,-1.28,0.12,13.00,11.37,8.02,16.51,-1.31,0.12,14.00,11.85,7.55,15.09,-1.29,0.12,14.00,11.74,7.94,17.29,-1.24,0.12,14,14,8,17
SAMOA,WSM,0.70,0.30,3.00,69.71,55.02,86.60,0.64,0.30,3.00,66.35,53.11,85.17,0.77,0.30,3.00,72.12,56.46,88.04,0.74,0.27,3.00,70.19,55.02,88.04,0.76,0.27,3.00,70.67,56.94,88.04,0.70,0.28,3.00,71.63,56.46,86.60,0.67,0.28,3.00,70.19,56.94,85.65,0.67,0.24,3.00,69.23,56.46,82.78,0.64,0.23,3.00,67.31,55.50,79.90,0.60,0.23,3.00,67.31,55.50,76.56,0.57,0.23,4.00,65.88,55.66,75.00,0.45,0.22,5.00,61.61,52.83,71.70,0.46,0.22,5.00,61.97,53.74,73.36,0.47,0.24,4,63,54,74
SAN MARINO,SMR,1.28,0.40,2.00,87.98,65.55,100.00,1.30,0.36,2.00,89.90,68.42,100.00,1.31,0.36,2.00,89.42,69.86,100.00,1.23,0.30,2.00,88.94,69.86,100.00,1.19,0.31,2.00,87.98,68.42,100.00,1.15,0.36,2.00,86.06,65.07,98.56,1.15,0.35,2.00,86.06,66.03,99.52,1.18,0.26,2.00,87.98,70.81,99.52,1.18,0.25,2.00,87.98,69.86,100.00,1.21,0.25,2.00,88.94,71.29,100.00,1.19,0.25,2.00,88.15,70.28,100.00,1.18,0.26,2.00,87.68,69.34,99.06,1.20,0.26,2.00,88.73,70.09,98.60,1.20,0.29,2,89,70,99
S?O TOM AND PRINCIPE,STP,0.21,0.30,3.00,56.73,41.63,70.33,0.47,0.30,3.00,62.50,50.24,75.60,0.44,0.27,4.00,60.58,50.24,75.12,0.60,0.24,4.00,65.38,54.07,75.60,0.34,0.23,4.00,58.17,44.98,69.38,0.19,0.24,5.00,56.25,41.63,67.46,0.16,0.24,5.00,55.29,39.71,64.59,0.21,0.18,6.00,55.29,45.93,62.20,0.14,0.17,6.00,53.85,44.50,58.85,0.13,0.17,6.00,52.88,44.50,58.85,0.13,0.17,6.00,54.03,43.87,58.96,0.08,0.17,7.00,52.61,41.04,58.02,0.20,0.16,7.00,55.40,47.20,62.15,0.13,0.16,7,55,45,59
SAUDI ARABIA,SAU,-1.41,0.22,5.00,8.65,3.35,17.70,-1.53,0.23,5.00,7.21,2.39,13.40,-1.48,0.23,5.00,8.17,1.91,17.22,-1.66,0.17,8.00,4.81,1.44,11.00,-1.67,0.17,7.00,5.29,1.44,10.05,-1.31,0.16,8.00,10.10,6.22,19.14,-1.52,0.17,8.00,7.21,3.35,11.96,-1.70,0.14,10.00,5.29,2.87,8.13,-1.62,0.13,12.00,6.25,4.31,9.09,-1.65,0.13,12.00,5.29,3.83,10.05,-1.78,0.12,13.00,3.79,2.83,6.60,-1.74,0.11,13.00,3.79,2.83,7.08,-1.86,0.12,11.00,3.29,2.34,4.67,-1.80,0.12,12,3,2,5
SENEGAL,SEN,0.00,0.22,5.00,51.44,37.80,61.24,-0.12,0.23,5.00,46.63,34.93,55.98,0.08,0.21,6.00,51.44,43.06,60.29,0.33,0.17,9.00,56.73,50.24,66.03,0.26,0.16,10.00,54.33,46.41,63.16,0.18,0.17,10.00,55.77,46.41,62.20,0.03,0.16,11.00,52.40,39.71,58.85,0.01,0.13,14.00,46.63,40.19,55.02,-0.24,0.12,16.00,38.94,34.45,46.89,-0.28,0.13,16.00,40.38,33.01,45.93,-0.33,0.13,15.00,36.02,30.66,44.34,-0.32,0.11,16.00,36.02,32.08,43.40,-0.28,0.11,16.00,38.97,32.24,46.73,-0.05,0.11,16,47,41,56
SERBIA,SRB,-1.32,0.22,5.00,11.54,4.31,19.62,-1.03,0.23,5.00,17.79,9.09,30.14,-0.73,0.20,6.00,26.92,19.14,36.36,-0.05,0.16,8.00,46.63,41.15,54.07,-0.14,0.15,9.00,43.27,36.84,50.24,-0.17,0.16,9.00,44.23,35.41,51.20,-0.17,0.17,9.00,44.23,33.97,54.07,0.18,0.14,11.00,54.33,45.93,58.85,0.28,0.13,12.00,56.73,48.33,63.64,0.25,0.13,12.00,56.25,48.80,60.77,0.32,0.13,13.00,56.87,53.30,63.21,0.27,0.13,13.00,55.92,51.42,62.26,0.25,0.13,13.00,56.34,51.87,62.15,0.17,0.12,14,56,48,58
SEYCHELLES,SYC,0.23,0.30,3.00,57.21,41.63,70.81,0.27,0.30,3.00,56.73,43.54,70.81,0.16,0.27,4.00,52.88,42.58,65.55,0.20,0.23,5.00,53.85,44.02,65.07,0.08,0.22,5.00,49.04,39.71,61.24,0.33,0.19,7.00,58.65,49.76,68.90,0.18,0.19,7.00,56.25,46.41,64.11,0.12,0.18,6.00,51.92,42.58,58.85,0.08,0.17,6.00,50.00,42.11,57.89,0.02,0.17,6.00,48.56,40.67,57.89,0.07,0.17,7.00,52.13,41.51,58.02,0.15,0.17,6.00,54.50,44.34,59.91,0.06,0.16,6.00,52.11,42.52,57.48,0.09,0.16,8,55,43,58
SIERRA LEONE,SLE,-0.69,0.24,4.00,27.40,15.79,41.63,-1.38,0.28,3.00,9.62,2.87,22.49,-1.57,0.25,4.00,6.25,1.91,13.88,-0.68,0.18,7.00,28.37,20.10,39.71,-0.37,0.16,8.00,38.94,29.19,44.50,-0.32,0.17,9.00,37.50,30.14,47.37,-0.52,0.16,10.00,30.77,25.84,39.71,-0.38,0.12,13.00,34.62,30.62,41.15,-0.25,0.12,13.00,38.46,34.45,46.89,-0.17,0.12,13.00,43.75,34.93,48.33,-0.26,0.12,13.00,40.28,33.96,46.23,-0.18,0.12,13.00,41.71,34.91,49.06,-0.24,0.12,15.00,40.38,33.64,47.66,-0.36,0.11,18,36,31,43
SINGAPORE,SGP,0.20,0.22,6.00,55.29,46.41,65.07,0.17,0.23,6.00,54.33,43.54,65.55,0.18,0.22,7.00,54.33,46.89,64.59,0.05,0.17,8.00,49.52,41.63,56.46,-0.16,0.17,9.00,42.31,35.41,50.24,-0.01,0.17,9.00,49.04,39.71,56.94,0.01,0.17,9.00,51.44,39.71,58.85,-0.37,0.14,11.00,35.58,30.62,44.02,-0.36,0.14,11.00,35.58,30.62,44.98,-0.32,0.14,11.00,37.02,30.62,45.45,-0.24,0.14,11.00,40.76,33.02,48.58,-0.20,0.14,11.00,40.76,34.91,49.53,-0.07,0.13,12.00,46.95,38.79,54.67,0.08,0.13,12,54,45,58
SLOVAK REPUBLIC,SVK,0.63,0.22,5.00,66.83,58.85,77.03,0.68,0.23,5.00,67.31,57.89,79.90,0.81,0.22,6.00,72.60,61.24,87.08,0.97,0.17,8.00,74.52,68.42,89.00,0.92,0.17,9.00,75.48,66.99,87.56,0.96,0.17,9.00,80.29,68.90,89.00,0.92,0.17,9.00,76.92,67.46,88.52,0.92,0.15,10.00,75.96,69.38,86.60,0.93,0.15,10.00,75.00,68.90,87.08,0.91,0.15,10.00,74.04,68.42,86.60,0.86,0.14,13.00,72.51,67.92,83.49,0.89,0.13,13.00,74.41,67.92,84.43,0.97,0.13,13.00,75.12,70.09,87.85,0.96,0.13,12,77,71,87
